OBJECTID;ACC_ID;ACC_ESTAT;ACC_CODI_NAT;ACC_GRAVETAT;ACC_DATA;ACC_HORA;ACC_DEMARCACIO;ACC_ZONA;ACC_CARRETERA;ACC_PK;ACC_POS_;ACC_MUNICIPI;ACC_NOM_CARRER;ACC_NUM_PORTAL;ACC_NOM_CARRER2;ACC_PK_;ACC_OFFSET_;ACC_X_;ACC_Y_;ACC_SCORE_;ACC_ADREÇA_NORMALITZADA_;ACC_CARRETERA_;ACC_PKFORMAT_;ACC_NOM_DIA_ACC;ACC_TIPUS_DIA_ACC;ACC_NUM_MORTS;ACC_NUM_MORTS_30DIES;ACC_NUM_VICTIMES_GREUS;ACC_NUM_VICTIMES_LLEUS;ACC_NUM_ILLESOS;ACC_NUM_UNITATS_IMPLI;ACC_TIPUS;ACC_TIPUS_VIA;ACC_NUM_PERS_IMPLI;ACC_ANY;ACC_DIASET;ACC_SUBZONA;ACC_TIPUS_POSICIONAMENT_;ACC_SUBTIPUS_ACCIDENT;ACC_NUM_VICTIMES;ACC_DEMARCACIO_ID;ACC_COMARCA_ID;ACC_COMARCA;ACC_SUPERFICIE;ACC_LLUMINOSITAT;ACC_BOIRA;ACC_VISIBILITAT;ACC_CIRCULACIO;ACC_CIRCULACIO_MESURES_ESP;ACC_AMB_FUGA;ACC_VENT;ACC_INFLUIT_CARACT_ENTORN;ACC_INFLUIT_FERM_CALCADA;ACC_INFLUIT_SOLCS_RASES;ACC_INFLUIT_OBJ_CALCADA;ACC_INFLUIT_LLUMINOSITAT;ACC_CLIMATOLOGIA;ACC_INFLUIT_ESTAT_CLIMA;ACC_INFLUIT_BOIRA;ACC_INFLUIT_VISIBILITAT;ACC_INFLUIT_CIRCULACIO;ACC_INFLUIT_MESU_ESP;ACC_POSICIO_VEHICLES_VIA;ACC_POSICIO_VEHICLES_CALCADA;ACC_POSICIO_VEHICLES_CARRIL;ACC_SENTIT_VEHICLES;ACC_COORD_GEO_IMPACTE;ACC_COORD_GEO_IMPACTE_X_;ACC_COORD_GEO_IMPACTE_Y_;ACC_CORRECCIO_MANUAL_DIBA_;ACC_INFORME_SIDAT;SHAPE;x;y
476;2023010982;Accidents tancats;000777/23/ARTCENTRAL;Accident lleu;de març 26, 2023;12.44;Barcelona;Zona urbana;BV-5303;5.4;5172.541229;SEVA;;;;5;400;437773.05550962;4632733.40033077;;;BV-5303;5+400;CapDeSetmana;dg;0;0;0;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;1;2023;7;Travessera;Per Carretera i PK;Resta sortides de via;1;8;24;Osona;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0437572.28,4632513.68;437572;4632513;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023010982"" target=""_blank"">Informe SIDAT</a>";;437773.0554999998;4632733.4003
477;2023026007;Accidents tancats;00048/23/08263;Accident lleu;de maig 13, 2023;21.59;Barcelona;Zona urbana;BV-2005;0;0;SANT VICENC DELS HORTS;BV;20050;;0;0;417665.4842;4582119.8474;;;BV-2005;0+0;CapDeSetmana;dis;0;0;0;1;0;1;Bolcada a la calcada;Via urbana( inclou carrer i carrer residencial);1;2023;6;Travessera;Per Carretera i PK;Caiguda en la via;1;8;11;Baix Llobregat;Mullat;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Pluja dèbil;No;No;No;No;No;NA;NA;NA;NA;77;;;Sí;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023026007"" target=""_blank"">Informe SIDAT</a>";;417665.48419999983;4582119.8474
478;2023031662;Accidents tancats;00428/23/08030;Accident lleu;de setembre 20, 2023;21.4;Barcelona;Zona urbana;bv-5022;3.36;3293.584937;CABRILS;bv-;50223.36;;3;360;447189.19643339;4597208.42490199;;;bv-5022;3+360;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;3;Travessera;Per Carretera i PK;Envestida (frontal lateral);1;8;21;Maresme;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;Sí;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023031662"" target=""_blank"">Informe SIDAT</a>";;447189.1963999998;4597208.424900001
479;2023014413;Accidents tancats;00009/23/08263;Accident lleu;de gener 30, 2023;12.2;Barcelona;Zona urbana;BV-2005;;5092.567054;SANT VICENC DELS HORTS;BV;2005;;;;415035.95465896;4579090.03539062;;;BV-2005;+;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;1;Travessera;Per Carretera i PK;Envestida (frontal lateral);1;8;11;Baix Llobregat;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;Sí;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023014413"" target=""_blank"">Informe SIDAT</a>";;415035.95469999965;4579090.0353999995
480;2023025843;Accidents tancats;463/23/08200;Accident lleu;de juliol 27, 2023;11.37;Barcelona;Zona urbana;BV-2002;;4822.236964;SANT BOI DE LLOBREGAT;BV-;2002;;;;418828.94526753;4579906.71592406;;;BV-2002;+;Feiners;dill-dij;0;0;0;1;0;1;Bolcada a la calcada;Via urbana( inclou carrer i carrer residencial);1;2023;4;Travessera;Per Carretera i PK;Caiguda en la via;1;8;11;Baix Llobregat;Mullat;De dia, dia fosc;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;Si;No;No;No;Pluja dèbil;No;No;No;No;No;NA;NA;NA;NA;77;;;Sí;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023025843"" target=""_blank"">Informe SIDAT</a>";;418828.9452999998;4579906.7159
481;2023018611;Accidents tancats;202300279;Accident lleu;de maig 8, 2023;8.53;Barcelona;Zona urbana;bv-2002;;4822.236964;SANT BOI DE LLOBREGAT;bv-;2002;C-245;;;418828.94526753;4579906.71592406;;;bv-2002;+;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;1;Travessera;Per Carretera i PK;Encalç;1;8;11;Baix Llobregat;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;Sí;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023018611"" target=""_blank"">Informe SIDAT</a>";;418828.9452999998;4579906.7159
482;2023014169;Accidents tancats;00008/23/08263;Accident lleu;de gener 27, 2023;9.11;Barcelona;Zona urbana;BV-2002;1.8;1614.65049;SANT VICENC DELS HORTS;BV;20021,8;;1;800;417497.95130521;4582692.05667981;;;BV-2002;1+800;Feiners;div;0;0;0;1;2;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);3;2023;5;Travessera;Per Carretera i PK;Envestida (frontal lateral);1;8;11;Baix Llobregat;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;Sí;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023014169"" target=""_blank"">Informe SIDAT</a>";;417497.95129999984;4582692.056700001
483;2023024416;Accidents tancats;202300241;Accident lleu;d’abril 28, 2023;15.15;Barcelona;Zona urbana;bv-2002;5;4822.236964;SANT BOI DE LLOBREGAT;bv-;20025;;5;0;418828.94526753;4579906.71592406;;;bv-2002;5+0;CapDeSetmana;div;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;5;Travessera;Per Carretera i PK;Encalç;1;8;11;Baix Llobregat;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;Sí;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023024416"" target=""_blank"">Informe SIDAT</a>";;418828.9452999998;4579906.7159
484;2023042392;Accidents tancats;00236/23/08266;Accident lleu;de novembre 13, 2023;9.16;Barcelona;Zona urbana;BV-1415;2;2004.062335;CERDANYOLA DEL VALLES;BV;1415PK 2;;2;0;427172.22885849;4591665.26995972;;;BV-1415;2+0;Feiners;dill-dij;0;0;0;1;0;1;Sortida de la calcada sense especificar;Via urbana( inclou carrer i carrer residencial);1;2023;1;Travessera;Per Carretera i PK;Sortida de via amb xoc o col·lisió;1;8;40;Valles Occidental;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;Sí;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023042392"" target=""_blank"">Informe SIDAT</a>";;427172.22890000045;4591665.27
485;2023035470;Accidents tancats;591/23/08200;Accident lleu;d’octubre 2, 2023;7.25;Barcelona;Zona urbana;BV-2002;;4822.236964;SANT BOI DE LLOBREGAT;BV-;2002;AV. MARIA GIRONA;;;418828.94526753;4579906.71592406;;;BV-2002;+;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;1;Travessera;Per Carretera i PK;Envestida (frontal lateral);1;8;11;Baix Llobregat;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;Sí;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023035470"" target=""_blank"">Informe SIDAT</a>";;418828.9452999998;4579906.7159
486;2023036975;Accidents tancats;00094/23/08263;Accident lleu;d’agost 11, 2023;15.09;Barcelona;Zona urbana;BV-2005;0.4;408.435423;SANT VICENC DELS HORTS;BV-;20050,4;;0;400;417341.17833432;4582016.89051561;;;BV-2005;0+400;CapDeSetmana;div;0;0;0;1;0;1;Sortida de la calcada sense especificar;Via urbana( inclou carrer i carrer residencial);1;2023;5;Travessera;Per Carretera i PK;Sortida de via amb xoc o col·lisió;1;8;11;Baix Llobregat;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;Sí;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023036975"" target=""_blank"">Informe SIDAT</a>";;417341.1782999998;4582016.8905
487;2023032987;Accidents tancats;00028/23/08072;Accident lleu;de juny 17, 2023;11.35;Barcelona;Zona urbana;BV-2425;;4931.617218;CORBERA DE LLOBREGAT;BV-;2425;CARRER EUROPA;;;407928.89429862;4587563.36107389;;;BV-2425;+;CapDeSetmana;dis;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;6;Travessera;Per Carretera i PK;Fregament o col·lisió lateral;1;8;11;Baix Llobregat;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;41.41830478598906, 1.898043183;;;Sí;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023032987"" target=""_blank"">Informe SIDAT</a>";;407928.8942999998;4587563.361099999
488;2023010841;Accidents tancats;202300144;Accident lleu;de febrer 22, 2023;5.4;Barcelona;Zona urbana;bv-2002;;4822.236964;SANT BOI DE LLOBREGAT;bv-;2002;antoni pujadas;;;418828.94526753;4579906.71592406;;;bv-2002;+;Feiners;dill-dij;0;0;0;1;0;1;Bolcada a la calcada;Via urbana( inclou carrer i carrer residencial);1;2023;3;Travessera;Per Carretera i PK;Caiguda en la via;1;8;11;Baix Llobregat;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;Sí;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023010841"" target=""_blank"">Informe SIDAT</a>";;418828.9452999998;4579906.7159
489;2023034055;Accidents tancats;279/23/08245;Accident lleu;d’octubre 2, 2023;13.2;Barcelona;Zona urbana;BV-5001;5.8;5817.633557;SANTA COLOMA DE GRAMANET;BV;50015.8;;5;800;432375.08154119;4591409.30306181;;;BV-5001;5+800;Feiners;dill-dij;0;0;0;1;1;1;Sortida de la calcada sense especificar;Via urbana( inclou carrer i carrer residencial);2;2023;1;Travessera;Per Carretera i PK;Sortida de via amb bolcada;1;8;13;Barcelones;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;Sí;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023034055"" target=""_blank"">Informe SIDAT</a>";;432375.0815000003;4591409.303099999
490;2024000574;Accidents tancats;00066/23/08029;Accident lleu;de desembre 29, 2023;18.12;Barcelona;Zona urbana;B-502;1.6;1695.9553;CABRERA DE MAR;;;;1;600;449866.4037837;4596599.5185428;;;B-502;1+600;CapDeSetmana;div;0;0;0;1;0;1;Bolcada a la calcada;Carretera convencional;1;2023;5;Travessera;Per Carretera i PK;Caiguda en la via;1;8;21;Maresme;Relliscós;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;Si;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2024000574"" target=""_blank"">Informe SIDAT</a>";;449866.40380000044;4596599.5185
491;2023020744;Accidents tancats;202300048/08114;Accident lleu;de maig 17, 2023;13.25;Barcelona;Zona urbana;C-243b;1.8;1905.111246;MARTORELL;C;243B 1.8;;1;800;409243.98664356;4590671.57932513;;;C-243b;1+800;Feiners;dill-dij;0;0;0;1;0;1;Sortida de la calcada sense especificar;Via urbana( inclou carrer i carrer residencial);1;2023;3;Travessera;Per Carretera i PK;Sortida de via amb bolcada;1;8;11;Baix Llobregat;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;Sí;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023020744"" target=""_blank"">Informe SIDAT</a>";;409243.9866000004;4590671.579299999
492;2023002535;Accidents tancats;026/23/08200;Accident lleu;de gener 10, 2023;19.21;Barcelona;Zona urbana;BV-2002;6.8;6657.064226;SANT JOAN DESPI;;;;6;800;419424.48740943;4578244.61738391;;;BV-2002;6+800;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Carretera convencional;2;2023;2;Travessera;Per Carretera i PK;Encalç;1;8;11;Baix Llobregat;Sec i net;De nit, sense llum artificial;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023002535"" target=""_blank"">Informe SIDAT</a>";;419424.4874;4578244.6174
493;2023042373;Accidents tancats;202300684;Accident lleu;de desembre 4, 2023;14.37;Barcelona;Zona urbana;BV-2002;6;5857.064226;SANT BOI DE LLOBREGAT;BV-;20026;;6;0;419202.68221518;4578985.98336682;;;BV-2002;6+0;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;1;Travessera;Per Carretera i PK;Fregament o col·lisió lateral;1;8;11;Baix Llobregat;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;Sí;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023042373"" target=""_blank"">Informe SIDAT</a>";;419202.6821999997;4578985.9834
494;2023004716;Accidents tancats;053/23/08200;Accident lleu;de gener 28, 2023;21.24;Barcelona;Zona urbana;BV-2002;7.8;7729.177903;SANT BOI DE LLOBREGAT;BV-;20027.8;;7;800;420315.61339339;4577711.53955986;;;BV-2002;7+800;CapDeSetmana;dis;0;0;0;1;4;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);5;2023;6;Travessera;Per Carretera i PK;Encalç;1;8;11;Baix Llobregat;Sec i net;De nit, il·luminació artificial insuficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;Sí;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023004716"" target=""_blank"">Informe SIDAT</a>";;420315.61340000015;4577711.5396
495;2023032961;Accidents tancats;00017/23/08029;Accident lleu;de març 12, 2023;0.11;Barcelona;Zona urbana;B-502;0;0;VILASSAR DE MAR;;;;0;0;449933.9651;4595128.6099;;;B-502;0+0;CapDeSetmana;dg;0;0;0;1;0;1;Bolcada a la calcada;Carretera convencional;1;2023;7;Travessera;Per Carretera i PK;Caiguda en la via;1;8;21;Maresme;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023032961"" target=""_blank"">Informe SIDAT</a>";;449933.9650999997;4595128.6099
496;2023003929;Accidents tancats;000229/23/ARTMNORD;Accident lleu;de gener 19, 2023;17.16;Barcelona;Carretera;C-1415c;6;5987.597165;ARGENTONA;0;;99;6;0;449081.28403444;4602222.74304034;;;C-1415c;6+0;Feiners;dill-dij;0;0;0;1;2;2;Col.lisió de vehicles en marxa;Carretera convencional;3;2023;4;Carretera;Per Carretera i PK;Encalç;1;8;21;Maresme;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023003929"" target=""_blank"">Informe SIDAT</a>";;449081.284;4602222.743000001
497;2023014435;Accidents tancats;196/23;Accident lleu;d’abril 1, 2023;21;Barcelona;Carretera;BP-5002;0.7;703.262147;ALELLA;;7777;77;0;700;441889.24877628;4592501.305414;;;BP-5002;0+700;CapDeSetmana;dis;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Carretera convencional;2;2023;6;Carretera;Per Carretera i PK;Envestida (frontal lateral);1;8;21;Maresme;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023014435"" target=""_blank"">Informe SIDAT</a>";;441889.2488000002;4592501.305400001
498;2023001621;Accidents tancats;000058/23/ARTMNORD;Accident lleu;de gener 5, 2023;10.54;Barcelona;Carretera;C-1415c;6.2;6180.954058;ARGENTONA;0;;99;6;200;448990.93892801;4602391.90783491;;;C-1415c;6+200;Feiners;dill-dij;0;0;0;1;3;2;Col.lisió de vehicles en marxa;Carretera convencional;4;2023;4;Carretera;Per Carretera i PK;Encalç;1;8;21;Maresme;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023001621"" target=""_blank"">Informe SIDAT</a>";;448990.9389000004;4602391.9078
499;2023024140;Accidents tancats;002314/23/ARTMNORD;Accident lleu;de juliol 10, 2023;19.51;Barcelona;Carretera;BV-6001;4.1;4155.533262;MALGRAT DE MAR;0;;99;4;100;480218.5637921;4612494.42179019;;;BV-6001;4+100;Feiners;dill-dij;0;0;0;1;3;2;Col.lisió de vehicles en marxa;Carretera convencional;4;2023;1;Carretera;Per Carretera i PK;Envestida (frontal lateral);1;8;21;Maresme;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0480215.19,4612477.32;480215;4612477;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023024140"" target=""_blank"">Informe SIDAT</a>";;480218.56379999965;4612494.421800001
500;2023001937;Accidents tancats;000135/23/ARTMETROPO;Accident lleu;de gener 14, 2023;17.29;Barcelona;Carretera;BV-2002;3;2792.631703;SANT VICENC DELS HORTS;0;;99;3;0;417846.59723011;4581594.85211487;;;BV-2002;3+0;CapDeSetmana;dis;0;0;0;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;1;2023;6;Carretera;Per Carretera i PK;Resta sortides de via;1;8;11;Baix Llobregat;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023001937"" target=""_blank"">Informe SIDAT</a>";;417846.5971999997;4581594.8521
501;2023015901;Accidents tancats;001140/23/ARTCENTRAL;Accident greu;d’abril 29, 2023;23.32;Barcelona;Carretera;BP-4313;28.2;27961.164221;AVINYO;0;;99;28;200;415267.05850534;4634250.24627092;;;BP-4313;28+200;CapDeSetmana;div;0;0;1;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;2;2023;5;Carretera;Per Carretera i PK;Resta sortides de via;2;8;7;Bages;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023015901"" target=""_blank"">Informe SIDAT</a>";;415267.0585000003;4634250.246300001
502;2023000047;Accidents tancats;000003/23/ARTMNORD;Accident lleu;de gener 1, 2023;4.5;Barcelona;Carretera;BP-1432;27.5;27489.219695;AMETLLA DEL VALLES,;0;;99;27;500;436605.28047734;4612554.24019597;;;BP-1432;27+500;CapDeSetmana;dg;0;0;0;1;1;1;Sortida de la calcada sense especificar;Carretera convencional;2;2023;7;Carretera;Per Carretera i PK;Resta sortides de via;1;8;41;Valles Oriental;Sec i net;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023000047"" target=""_blank"">Informe SIDAT</a>";;436605.28050000034;4612554.2402
503;2023032190;Accidents tancats;002709/23/ARTCENTRAL;Accident lleu;d’octubre 1, 2023;11.33;Barcelona;Carretera;N-141D;9.2;9263.617887;TAVERNOLES;0;;99;9;200;446304.02396644;4642967.65508697;;;N-141D;9+200;CapDeSetmana;dg;0;0;0;2;0;1;Sortida de la calcada sense especificar;Carretera convencional;2;2023;7;Carretera;Per Carretera i PK;Resta sortides de via;2;8;24;Osona;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0446279.37,4642969.63;446279;4642969;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023032190"" target=""_blank"">Informe SIDAT</a>";;446304.0240000002;4642967.655099999
504;2023028069;Accidents tancats;002289/23/ARTCENTRAL;Accident greu;d’agost 18, 2023;18.44;Barcelona;Carretera;BV-5227;1.9;1900.595142;SANT QUIRZE DE BESORA;0;;99;1;900;436086.70602743;4661810.53582137;;;BV-5227;1+900;CapDeSetmana;div;0;0;1;0;0;1;Altres;Carretera convencional;1;2023;5;Carretera;Per Carretera i PK;Altres;1;8;24;Osona;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023028069"" target=""_blank"">Informe SIDAT</a>";;436086.70600000024;4661810.535800001
505;2023002596;Accidents tancats;000161/23/ARTMNORD;Accident lleu;de gener 14, 2023;9.34;Barcelona;Carretera;BV-1501;1;684.05099;CASTELLBISBAL;0;;99;1;0;413861.26836932;4591803.2680464;;;BV-1501;1+0;CapDeSetmana;dis;0;0;0;2;1;3;Bolcada a la calcada;Carretera convencional;3;2023;6;Carretera;Per Carretera i PK;Caiguda en la via;2;8;40;Valles Occidental;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023002596"" target=""_blank"">Informe SIDAT</a>";;413861.2684000004;4591803.267999999
506;2023032151;Accidents tancats;003233/23/ARTMNORD;Accident lleu;de setembre 30, 2023;21.59;Barcelona;Carretera;BP-1432;26.4;26368.673096;BIGUES I RIELLS;0;;99;26;400;435838.3088947;4613162.20614559;;;BP-1432;26+400;CapDeSetmana;dis;0;0;0;1;3;1;Sortida de la calcada sense especificar;Carretera convencional;4;2023;6;Carretera;Per Carretera i PK;Resta sortides de via;1;8;41;Valles Oriental;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0435815.13,4613182.66;435815;4613182;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023032151"" target=""_blank"">Informe SIDAT</a>";;435838.3088999996;4613162.2061
507;2023036838;Accidents tancats;00024/23/08282;Accident lleu;de maig 22, 2023;20.55;Barcelona;Carretera;BV-5008;4;3984.706902;TIANA;0;;99;4;0;438472.13382561;4593261.46340401;;;BV-5008;4+0;Feiners;dill-dij;0;0;0;1;0;1;Bolcada a la calcada;Carretera convencional;1;2023;1;Carretera;Per Carretera i PK;Caiguda en la via;1;8;21;Maresme;Sec i net;Alba o capvespre;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Si;Si;Si;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023036838"" target=""_blank"">Informe SIDAT</a>";;438472.13379999995;4593261.463400001
